iter	Logloss
328	0.5140347197
329	0.5138764435
330	0.5136789246
331	0.513436725
332	0.513045863
333	0.5127530346
334	0.512449345
335	0.5122613264
336	0.5120383377
337	0.5118506206
338	0.5115409833
339	0.5112862893
340	0.5110547539
341	0.5107569537
342	0.5103883082
343	0.5101048092
344	0.5097894319
345	0.5095948064
346	0.5091628194
347	0.5089900736
348	0.5086100193
349	0.5082486731
350	0.5080640904
351	0.5078185456
352	0.5075951899
353	0.5073663649
354	0.5071547912
355	0.5068205033
356	0.5065914786
357	0.5063947324
358	0.5060623567
359	0.5058220803
360	0.5056186653
361	0.5053093224
362	0.5051539496
363	0.5047815464
364	0.5043544324
365	0.5041342297
366	0.5039583156
367	0.503865766
368	0.5035626099
369	0.5032599941
370	0.502988473
371	0.5027130402
372	0.5024923814
373	0.5021584167
374	0.5019564424
375	0.5017117697
376	0.5013808437
377	0.5011877334
378	0.5009763678
379	0.5007006104
380	0.5004585585
381	0.5001897216
382	0.4999276288
383	0.4996343387
384	0.4993279712
385	0.4990877014
386	0.498851763
387	0.4986611427
388	0.4985212404
389	0.4982277875
390	0.4981127619
391	0.4979554319
392	0.4977628543
393	0.4974207104
394	0.4971813014
395	0.496993005
396	0.4967456034
397	0.496564871
398	0.4964071618
399	0.496168623
400	0.4960457233
401	0.4956287014
402	0.4954322484
403	0.4951187176
404	0.4949124971
405	0.494698218
406	0.4944311526
407	0.4942250386
408	0.4938806914
409	0.4936002739
410	0.4934161834
411	0.4931330795
412	0.4927412858
413	0.4922205467
414	0.4920354382
415	0.4918250322
416	0.4916418688
417	0.491431628
418	0.4911728923
419	0.4909861973
420	0.4906561842
421	0.4904712132
422	0.4903193875
423	0.490040075
424	0.4898408581
425	0.4896931898
426	0.4894419038
427	0.4890502611
428	0.488742057
429	0.4886044233
430	0.4882018598
431	0.4880603393
432	0.4877536166
433	0.4875050971
434	0.4873422937
435	0.4871402872
436	0.4870071615
437	0.4868506952
438	0.4867576859
439	0.4863853346
440	0.4861700338
441	0.4860024367
442	0.4856507618
443	0.4854169309
444	0.4851221607
445	0.4849352667
446	0.484787432
447	0.4845973003
448	0.4843255408
449	0.4840792088
450	0.4838304521
451	0.483568719
452	0.4833140416
453	0.4831079939
454	0.482886479
455	0.4827232197
456	0.4825529312
457	0.4821819512
458	0.4819381216
459	0.4816920395
460	0.4814558237
461	0.48132091
462	0.4810522882
463	0.4807870911
464	0.4805248217
465	0.4803488358
466	0.4800868214
467	0.4798454181
468	0.479503854
469	0.4793442505
470	0.4790927324
471	0.478843041
472	0.4786346564
473	0.4784216413
474	0.4780816177
475	0.4776964484
476	0.4774759734
477	0.4772647171
478	0.476994209
479	0.4767102766
480	0.4764206415
481	0.4762058823
482	0.4760525408
483	0.475809291
484	0.4755987728
485	0.4752617909
486	0.4751674428
487	0.4749556094
488	0.4746456879
489	0.4744174534
490	0.4741546876
491	0.4738643778
492	0.4736583199
493	0.4735052872
494	0.4732092916
495	0.4729348559
496	0.472676411
497	0.4723374237
498	0.4721890837
499	0.4720193637
500	0.4719273719
501	0.4716293641
502	0.4713536194
503	0.4711305591
504	0.4708006953
505	0.4704892884
506	0.4702272148
507	0.4700641769
508	0.4698015014
509	0.469664537
510	0.4694343781
511	0.4691150296
512	0.4686013392
513	0.4684097827
514	0.4681083332
515	0.4677357518
516	0.4675740811
517	0.4672233937
518	0.4670122679
519	0.4666688425
520	0.4664423567
521	0.4662748992
522	0.4660532441
523	0.4658104322
524	0.4654909512
525	0.4652258753
526	0.4650587022
527	0.4648072494
528	0.4646490631
529	0.4645247371
530	0.4643344912
531	0.4640379661
532	0.4635181726
533	0.4633367401
534	0.4630936254
535	0.4628454712
536	0.4625813902
537	0.4623821471
538	0.4621362572
539	0.4618782475
540	0.4614721933
541	0.4612290273
542	0.4610237565
543	0.4608999669
544	0.4607108115
545	0.4604704531
546	0.460223201
547	0.4598625557
548	0.4595865048
549	0.4593457107
550	0.4591535828
551	0.4589225866
552	0.458705973
553	0.4584160145
554	0.4581567836
555	0.4578238989
556	0.4575945688
557	0.4572805731
558	0.4570683674
559	0.4568679761
560	0.4567054393
561	0.4563407537
562	0.4559836631
563	0.455732015
564	0.4555566009
565	0.4553240255
566	0.4550808401
567	0.4546617091
568	0.4543821805
569	0.4542015922
570	0.453962723
571	0.4537256384
572	0.4534509475
573	0.4531405062
574	0.4528857412
575	0.4526733781
576	0.4523372746
577	0.4521026336
578	0.4519173786
579	0.4517118558
580	0.4514489227
581	0.4512149916
582	0.4509199671
583	0.4508304961
584	0.4506321817
585	0.4503541183
586	0.4500466542
587	0.4498914425
588	0.4496468988
589	0.4494237443
590	0.4491162328
591	0.4488238668
592	0.4485617675
593	0.4482919505
594	0.44813806
595	0.4479028585
596	0.4476598632
597	0.4473897586
598	0.446913376
599	0.4465591514
600	0.446234994
601	0.4460331482
602	0.4458339564
603	0.4456409995
604	0.4455177822
605	0.4453368758
606	0.4450997638
607	0.4447602929
608	0.4444663829
609	0.4441775288
610	0.4439768588
611	0.4437674164
612	0.4434628069
613	0.4432499096
614	0.4429877147
615	0.4427184826
616	0.4424251418
617	0.442211546
618	0.4419605536
619	0.4417330152
620	0.4414720033
621	0.4412223768
622	0.4409373921
623	0.4406984687
624	0.4404029082
625	0.4401362961
626	0.4398813698
627	0.4395190424
628	0.4392668529
629	0.4390445636
630	0.4388008972
631	0.4385487426
632	0.4382789911
633	0.4380064388
634	0.4378852503
635	0.4376340973
636	0.437448365
637	0.4372277226
638	0.4370077472
639	0.4367635779
640	0.4366124741
641	0.4364456401
642	0.4361663132
643	0.4359529566
644	0.4357740267
645	0.4355245592
646	0.4353001183
647	0.4350926285
648	0.4349141522
649	0.4346474645
650	0.4344573398
651	0.4343215293
652	0.4340443766
653	0.4338328098
654	0.4336375044
655	0.4333673438
656	0.433094508
657	0.4329427738
658	0.4327497386
659	0.432534679
660	0.4323058316
661	0.4321358605
662	0.4318806573
663	0.4315010944
664	0.4311481067
665	0.4309136219
666	0.4306803144
667	0.4303846309
668	0.430107877
669	0.4298733976
670	0.4296814513
671	0.4294233468
672	0.4292130164
673	0.4290566994
674	0.4288647919
675	0.4287102749
676	0.428486294
677	0.4282695915
678	0.4279613781
679	0.4277944659
680	0.4274225747
681	0.4271564778
682	0.4269067381
683	0.4265055477
684	0.4261588262
685	0.4258087022
686	0.4256689671
687	0.4254691905
688	0.4251455421
689	0.4249429735
690	0.4246039449
691	0.4243569196
692	0.424152529
693	0.4239061138
694	0.4236274292
695	0.4233869328
696	0.423190028
697	0.4229447593
698	0.4227313786
699	0.4225132906
700	0.4222317242
701	0.4220154612
702	0.4216500282
703	0.4214257467
704	0.4211698268
705	0.4209323839
706	0.4206812573
707	0.4205745337
708	0.4203207363
709	0.419981602
710	0.4198370063
711	0.4195911327
712	0.4194099216
713	0.4191360077
714	0.4188197188
715	0.4186120529
716	0.4184015306
717	0.4181873233
718	0.4179332666
719	0.4177116282
720	0.4175046637
721	0.4172806695
722	0.4170234582
723	0.4168720267
724	0.416744395
725	0.4165450244
726	0.4162150323
727	0.4160525995
728	0.4157432104
729	0.4154906147
730	0.415296661
731	0.4151601002
732	0.4149280648
733	0.414673974
734	0.4143841552
735	0.4140761038
736	0.4137614989
737	0.413559761
738	0.4133154637
739	0.4129680407
740	0.4126860379
741	0.4123608957
742	0.4121812665
743	0.4120657715
744	0.4118007849
745	0.411529705
746	0.4113141833
747	0.4110044453
748	0.4108090221
749	0.4106685751
750	0.4104828007
751	0.41021282
752	0.4098783839
753	0.4095653825
754	0.4092186449
755	0.4089378976
756	0.4086080843
757	0.4083960216
758	0.4080884691
759	0.4077943678
760	0.4076144491
761	0.4074286229
762	0.4071540732
763	0.4070252217
764	0.4068172118
765	0.4066131248
766	0.4064784422
767	0.4062090837
768	0.4057758983
769	0.4055790561
770	0.4054065029
771	0.4050931201
772	0.4048139211
773	0.4045715289
774	0.4043485916
775	0.4041166026
776	0.4038453879
777	0.4036209166
778	0.4034463729
779	0.4032468274
780	0.4030884004
781	0.4029537934
782	0.4027499305
783	0.4025454138
784	0.4023988898
785	0.4020977479
786	0.4018023223
787	0.4014917425
788	0.4012487086
789	0.4010396017
790	0.4008194658
791	0.4005965622
792	0.4003072827
793	0.3999785684
794	0.3997119961
795	0.3993149103
796	0.3991828533
797	0.3989251444
798	0.3987162382
799	0.398578191
800	0.398378124
801	0.3981828508
802	0.3979795051
803	0.3977641176
804	0.3974662822
805	0.3972567584
806	0.3970627533
807	0.3968316445
808	0.3964952237
809	0.396275684
810	0.3960636579
811	0.3958816758
812	0.3956079119
813	0.3952872112
814	0.3950807819
815	0.3947778855
816	0.3945321777
817	0.3943196182
818	0.3940772658
819	0.3938627813
820	0.3936363932
821	0.393500354
822	0.3933547785
823	0.3930630909
824	0.3928382503
825	0.3925077153
826	0.3922464783
827	0.3921142721
828	0.3918631522
829	0.3916741268
830	0.391437525
831	0.3912664009
832	0.3910025993
833	0.3907628094
834	0.3904396558
835	0.3901380121
836	0.3899763812
837	0.3896832048
838	0.3894560705
839	0.3893074233
840	0.3889711495
841	0.38877091
842	0.3885162403
843	0.3883654822
844	0.3880513751
845	0.3877967409
846	0.3876285428
847	0.3873051369
848	0.3871375713
849	0.386980211
850	0.3867590554
851	0.3865386942
852	0.386221477
853	0.3859077031
854	0.3857112329
855	0.3855374093
856	0.3853471174
857	0.3851627124
858	0.3849158914
859	0.3846982631
860	0.3844575466
861	0.3842384583
862	0.3840816532
863	0.3838590198
864	0.3837200235
865	0.3835359658
866	0.3833589655
867	0.3831336144
868	0.3828535387
869	0.382568617
870	0.3823808989
871	0.3822615998
872	0.3820633777
873	0.3818608883
874	0.3816394185
875	0.3813811585
876	0.3811746344
877	0.3808759448
878	0.3805442108
879	0.3803020722
880	0.3801125711
881	0.3798909199
882	0.3797814733
883	0.3796251592
884	0.3794160649
885	0.3792076973
886	0.3790646441
887	0.3787736751
888	0.3786130533
889	0.3784466528
890	0.3782394712
891	0.3780131959
892	0.377733222
893	0.3775465932
894	0.3773205032
895	0.3769792129
896	0.3767805707
897	0.3765988387
898	0.3763846904
899	0.376256608
900	0.3759416865
901	0.3757219233
902	0.3755247299
903	0.3753488079
904	0.3751705153
905	0.3748750947
906	0.3745917172
907	0.3742958446
908	0.3740909615
909	0.3738515727
910	0.3735965158
911	0.3735035792
912	0.3733535702
913	0.3731633528
914	0.3730764611
915	0.3728511448
916	0.3726623447
917	0.3724125096
918	0.3721799465
919	0.3718909078
920	0.3716538365
921	0.3715153375
922	0.3712399059
923	0.3709872359
924	0.3706643091
925	0.3704436612
926	0.3703035394
927	0.3701436971
928	0.3699231881
929	0.3697162135
930	0.3695526633
931	0.3693367567
932	0.3691473234
933	0.3688859846
934	0.3687017307
935	0.3684539735
936	0.3683057122
937	0.3680323611
938	0.3678135914
939	0.3676335318
940	0.3674415951
941	0.3672704468
942	0.3670173755
943	0.3667204011
944	0.3663897748
945	0.3662114091
946	0.3659860382
947	0.3657712125
948	0.3655384271
949	0.3653562067
950	0.3651825594
951	0.3649760967
952	0.3648287385
953	0.3645923812
954	0.3643919214
955	0.3641845233
956	0.3639788105
957	0.3637782891
958	0.3636290268
959	0.3633757823
960	0.3632324579
961	0.363138545
962	0.3629473554
963	0.362762641
964	0.3625122598
965	0.3622916467
966	0.3621264043
967	0.3619213962
968	0.3617638987
969	0.361584666
970	0.3614296311
971	0.3612192202
972	0.3609696813
973	0.3608302703
974	0.3607223392
975	0.3604782557
976	0.3602828183
977	0.3601813698
978	0.3600153063
979	0.3598658122
980	0.3597054668
981	0.3595270459
982	0.3592552411
983	0.3590186536
984	0.3588131717
985	0.3586538718
986	0.3585440801
987	0.3583653994
988	0.3581620672
989	0.3579019867
990	0.3577908413
991	0.3576522434
992	0.3573831432
993	0.3572422384
994	0.3570835192
995	0.3568721453
996	0.356731321
997	0.3565647387
998	0.356376784
999	0.356188428
